Salutation,Last Name,First Name,Vlookup Name,Full Name,City,Country,Position,Department,Affiliation,E_mail,Contact Info,URL,Organization,Organization_Committee,Organization_Role,Congress,Congress_Year,Congress_Session,Congress_Title_of_Session,Congress_Role,Journal,Journal_Editorial Board,Journal_Role,Guideline_Name,Guideline_Year,Guideline_Role,CT_NCT_Id_Breast Cancer,title,recruiting,conditions,interventions,lead_sponsor,other_sponsor,phase,study_type,Role,start_dt,end_dt,First Author,Last Author,Total Pub Count,Total 2002-2006,Total 2007-2011,Total 2012-2017
,Alt,Frederick W,Alt F,Frederick W Alt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,​​Standing Committee - Nominating Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alt,Frederick W,Alt F,Frederick W Alt,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Cancer Research Institute Lloyd J. Old Award in Cancer Immunology Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amatruda,James F,Amatruda J,James F Amatruda,Dallas,USA,(Blank),(Blank),"University of Texas Southwestern Medical Center, Dallas",(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/development-differentiation-cancer.html,American Cancer Society,"Peer Review Committee for Development, Differentiation, and Cancer",Vice-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ambrosone,Christine B,Ambrosone C,Christine B Ambrosone,Buffalo,USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#SpecialConferencesCommittee,American Association of Cancer Research,​​Standing Committee - Special Conferences Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,An,Woojin,An W,Woojin An,Los Angeles,USA,(Blank),(Blank),University of Southern California,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/dna-mechanisms-cancer.html,American Cancer Society,Peer Review Committee for DNA Mechanisms in Cancer ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anders,Carey K,Anders C,Carey K Anders,Chapel Hill,USA,(Blank),(Blank),University of North Carolina,(Blank),(Blank),https://am.asco.org/about/committees,American Society of Clinical Oncology,Scientific Program Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Garnet,Anderson G,Garnet Anderson,(Blank),USA,(Blank),(Blank),Fred Hutchinson Cancer Research Center,(Blank),(Blank),https://www.swog.org/Visitors/StaffDirectory.asp,Southwest Oncology Group,Cancer Control Committees,Faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Garnet,Anderson G,Garnet Anderson,(Blank),USA,(Blank),(Blank),Fred Hutchinson Cancer Research Center,(Blank),(Blank),https://www.swog.org/Visitors/StaffDirectory.asp,Southwest Oncology Group,Prevention and Control,Associate Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Kenneth C,Anderson K,Kenneth C Anderson,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,​​Standing Committee - International Affairs Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Kristin,Anderson K,Kristin Anderson,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://am.asco.org/about/committees,American Society of Clinical Oncology,Cancer Education Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andre,Fabrice,Andre F,Fabrice Andre,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Clinical and Translational Cancer Research Award Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andrews,Mike,Andrews M,Mike Andrews,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.accc-cancer.org/about/Staff.asp,Association of Community Cancer Centers,Corporate Relations,Senior Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andrews,Wendalyn,Andrews W,Wendalyn Andrews,(Blank),USA,(Blank),(Blank),University of Wisconsin School of Medicine,(Blank),(Blank),https://www.accc-cancer.org/about/Volunteers.asp,Association of Community Cancer Centers,Governmental Affairs Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Annunziata,Christina M,Annunziata C,Christina M Annunziata,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://connection.asco.org/magazine/society-member-news/asco-welcomes-2016-2017-board-directors-committee-chairs,American Society of Clinical Oncology,Conquer Cancer Foundation Grants Selection Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Antman,Karen H,Antman K,Karen H Antman,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/ABOUTUS/PAGES/GOVERNANCE/AACR-PAST-PRESIDENTS___5101B6.ASPX#.WQFvBdJ97IU,American Association of Cancer Research,,Past President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Armstrong,F Daniel,Armstrong F,F Daniel Armstrong,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.cancer.org/about-us/financial-governance-information/board-of-directors.html,American Cancer Society,Board of Directors,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Armstrong,Scott A,Armstrong S,Scott A Armstrong,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#SpecialConferencesCommittee,American Association of Cancer Research,​​Standing Committee - Special Conferences Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Armstrong,Scott A,Armstrong S,Scott A Armstrong,(Blank),USA,(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Clinical and Translational Cancer Research Award Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arnold,Katie,Arnold K,Katie Arnold,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.swog.org/Visitors/StaffDirectory.asp,Southwest Oncology Group,Cancer Control Committees,Statistical Research Associate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arora,Neeraj K,Arora N,Neeraj K Arora,(Blank),USA,(Blank),(Blank),Patient-Centered Outcomes Research Institute,(Blank),(Blank),http://quality.asco.org/about/committees,American Society of Clinical Oncology,Quality Care Symposium Planning Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arteaga,Carlos L,Arteaga C,Carlos L Arteaga,Nashville,USA,Professor,Department of Medicine,Vanderbilt University,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,​​Standing Committee - International Affairs Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arteaga,Carlos L,Arteaga C,Carlos L Arteaga,Nashville,USA,Professor,Department of Medicine,Vanderbilt University,(Blank),(Blank),http://www.aacr.org/ABOUTUS/PAGES/GOVERNANCE/AACR-PAST-PRESIDENTS___5101B6.ASPX#.WQFvBdJ97IU,American Association of Cancer Research,,Past President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arteaga,Carlos L,Arteaga C,Carlos L Arteaga,Nashville,USA,Professor,Department of Medicine,Vanderbilt University,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Margaret Foti Award for Leadership and Extraordinary Achievements in Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arteaga,Carlos L,Arteaga C,Carlos L Arteaga,Nashville,USA,Professor,Department of Medicine,Vanderbilt University,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Outstanding Investigator Award for Breast Cancer Research Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arteaga,Carlos L,Arteaga C,Carlos L Arteaga,Nashville,USA,Professor,Department of Medicine,Vanderbilt University,(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#NextGen,American Association of Cancer Research,Scientific Review Committee - NextGen Grants for Transformative Cancer Research Scientific Review Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ashworth,Alan,Ashworth A,Alan Ashworth,San Francisco,USA,(Blank),(Blank),UCSF Helen Diller Family Comprehensive Cancer Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/BoardOfDirectors.aspx?utm_source=aacr-org&utm_medium=mouseover&utm_campaign=directors#.WQB6adJ97IV,American Association of Cancer Research,Board of Directos,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ashworth,Alan,Ashworth A,Alan Ashworth,San Francisco,USA,(Blank),(Blank),UCSF Helen Diller Family Comprehensive Cancer Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/annual-meeting-committees___35BC28.aspx#EducationCommittee,American Association of Cancer Research,Annual Meeting Clinical Trials Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ausems,Margreet,Ausems M,Margreet Ausems,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://am.asco.org/about/committees,American Society of Clinical Oncology,Cancer Education Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Averbook,Bruce J,Averbook B,Bruce J Averbook,(Blank),USA,(Blank),(Blank),MetroHealth System,(Blank),(Blank),http://ecog-acrin.org/research-support/research-support-committees,ECOG-ACRIN Cancer Research Group,Surgery Committee,Vice Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baez-Diaz,Luis,Baez-Diaz L,Luis Baez-Diaz,(Blank),USA,(Blank),(Blank),Puerto Rico Minorit,(Blank),(Blank),http://ecog-acrin.org/about-us/governance/principal-investigator-committee,ECOG-ACRIN Cancer Research Group,Principal Investigator Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baggott,Christina,Baggott C,Christina Baggott,Palo Alto,USA,(Blank),(Blank),Stanford University,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/scholarship-oncology-nursing.html,American Cancer Society,Peer Review Committee on Scholarships in Oncology Nursing,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bailes,Joseph,Bailes J,Joseph Bailes,Austin,USA,(Blank),(Blank),Texas Oncology,(Blank),(Blank),http://www.asco.org/sites/www.asco.org/files/asco_value_in_cancer_care_task_force.pdf,American Society of Clinical Oncology,Value in Cancer Care Task Force,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bakitas,Marie,Bakitas M,Marie Bakitas,Birmingham,USA,(Blank),Board of Trustees,University of Alabama at Birmingham,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/scholarship-oncology-nursing.html,American Cancer Society,Peer Review Committee on Scholarships in Oncology Nursing,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balzer-Haas,Naomi S,Balzer-Haas N,Naomi S Balzer-Haas,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/annual-meeting-committees___35BC28.aspx#EducationCommittee,American Association of Cancer Research,Annual Meeting Clinical Trials Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bannister,Kim,Bannister K,Kim Bannister,Dallas,USA,(Blank),(Blank),(Blank),(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/cancer-drug-discovery.html,American Cancer Society,Peer Review Committee for Cancer Drug Discovery,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barboriak,Daniel P,Barboriak D,Daniel P Barboriak,(Blank),USA,(Blank),(Blank),Duke University,(Blank),(Blank),http://ecog-acrin.org/about-us/governance/principal-investigator-committee,ECOG-ACRIN Cancer Research Group,Principal Investigator Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barcellos-Hoff,Mary Helen,Barcellos-Hoff M,Mary Helen Barcellos-Hoff,(Blank),USA,(Blank),(Blank),NYU Langone Medical Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,Standing Committee - Publications Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barcellos-Hoff,Mary Helen,Barcellos-Hoff M,Mary Helen Barcellos-Hoff,(Blank),USA,(Blank),(Blank),NYU Langone Medical Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Laboratory Research Awards Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bardelli,Alberto,Bardelli A,Alberto Bardelli,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,Standing Committee - Publications Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bardelli,Alberto,Bardelli A,Alberto Bardelli,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#NextGen,American Association of Cancer Research,Scientific Review Committee - NextGen Grants for Transformative Cancer Research Scientific Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barlow,William,Barlow W,William Barlow,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.swog.org/Visitors/StaffDirectory.asp,Southwest Oncology Group,Breast and Cancer Control Committees,Faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barnes,Krista,Barnes K,Krista Barnes,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://www.asco.org/about-asco/asco-overview/leadership/senior-leadership,American Society of Clinical Oncology,Member Services,Vice President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barrett,J Carl,Barrett J,J Carl Barrett,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Clinical and Translational Cancer Research Award Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bar-Sagi,Dafna,Bar-Sagi D,Dafna Bar-Sagi,New York,USA,Chief Scientific Officer,(Blank),New York University Langone Medical Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/BoardOfDirectors.aspx?utm_source=aacr-org&utm_medium=mouseover&utm_campaign=directors#.WQB6adJ97IV,American Association of Cancer Research,Board of Directos,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bar-Sagi,Dafna,Bar-Sagi D,Dafna Bar-Sagi,New York,USA,Chief Scientific Officer,(Blank),New York University Langone Medical Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,Standing Committee - Publications Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bar-Sagi,Dafna,Bar-Sagi D,Dafna Bar-Sagi,New York,USA,Chief Scientific Officer,(Blank),New York University Langone Medical Center,(Blank),(Blank),http://www.aacr.org/AboutUs/PAGES/GOVERNANCE/RESEARCH-FUNDING-AND-MENTORED-GRANT-COMMITTEES.ASPX#NextGen,American Association of Cancer Research,Scientific Review Committee - NextGen Grants for Transformative Cancer Research Scientific Review Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barton,Debra L,Barton D,Debra L Barton,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),https://mascc.memberclicks.net/leadership,Multinational Association of Supportive Care in Cancer,,Board Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barton,Debra L,Barton D,Debra L Barton,Ann Arbor,USA,(Blank),(Blank),University of Michigan School of Nursing,(Blank),(Blank),https://mascc.memberclicks.net/committees,Multinational Association of Supportive Care in Cancer,Membership Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barton,Debra L,Barton D,Debra L Barton,Ann Arbor,USA,(Blank),(Blank),University of Michigan School of Nursing,(Blank),(Blank),https://mascc.memberclicks.net/mascc-study-groups,Multinational Association of Supportive Care in Cancer,Fatigue Study Group,Vice-Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basch,Charles,Basch C,Charles Basch,New York,USA,(Blank),(Blank),Columbia University,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/psychosocial-behavioral-cancer-research.html,American Cancer Society,Peer Review Committee for Cancer Control and Prevention: Psychosocial and Behavioral Aspects of Cancer Research ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basch,Ethan M,Basch E,Ethan M Basch,Chapel Hill,USA,(Blank),(Blank),University of North Carolina at Chapel Hill,(Blank),(Blank),http://quality.asco.org/about/committees,American Society of Clinical Oncology,Quality Care Symposium Planning Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baselga,Jose,Baselga J,Jose Baselga,New York,USA,Physician-in-Chief and Chief Medical Officer,(Blank),Memorial Sloan-Kettering Cancer Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/standing-committees___35BC28.aspx#InternationalAffairsCommittee,American Association of Cancer Research,​​Standing Committee - International Affairs Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baselga,Jose,Baselga J,Jose Baselga,New York,USA,Physician-in-Chief and Chief Medical Officer,(Blank),Memorial Sloan-Kettering Cancer Center,(Blank),(Blank),http://www.aacr.org/ABOUTUS/PAGES/GOVERNANCE/AACR-PAST-PRESIDENTS___5101B6.ASPX#.WQFvBdJ97IU,American Association of Cancer Research,,Past President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baselga,Jose,Baselga J,Jose Baselga,New York,USA,Physician-in-Chief and Chief Medical Officer,(Blank),Memorial Sloan-Kettering Cancer Center,(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Waun Ki Hong Award for Outstanding Achievement in Cancer Research Committee,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baskies,Arnold M,Baskies A,Arnold M Baskies,Marlton,USA,Medical Director,(Blank),Virtua Health Systems,(Blank),(Blank),http://pressroom.cancer.org/biographies,American Cancer Society,Board of Directors,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baskies,Arnold M,Baskies A,Arnold M Baskies,Marlton,USA,Medical Director,(Blank),Virtua Health Systems,(Blank),(Blank),https://www.cancer.org/about-us/financial-governance-information/board-of-directors.html,American Cancer Society,Board of Directors,Chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bastian,Boris C,Bastian B,Boris C Bastian,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/annual-meeting-committees___35BC28.aspx#EducationCommittee,American Association of Cancer Research,Annual Meeting Program Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Battaglia,Tracy,Battaglia T,Tracy Battaglia,Boston,USA,(Blank),(Blank),Boston Medical Center,(Blank),(Blank),https://www.cancer.org/research/we-fund-cancer-research/apply-research-grant/peer-review-committees/psychosocial-behavioral-cancer-research.html,American Cancer Society,Peer Review Committee for Cancer Control and Prevention: Psychosocial and Behavioral Aspects of Cancer Research ,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baumbach-Reardon,Lisa L,Baumbach-Reardon L,Lisa L Baumbach-Reardon,(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),(Blank),http://www.aacr.org/AboutUs/Pages/Governance/scientific-achievement-awards-committees___35BC28.aspx#.WQF1DtJ97IU,American Association of Cancer Research,Scientific Achievement Awards Committee - Minorities in Cancer Research Jane Cooke Wright Memorial Lectureship Committee,Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
